query_id,doc_id,score_hybrid,rank
3394,112208,0.8787051737157423,1.0
3394,172703,0.6587677169225443,3.0
3394,87722,0.6310243471368159,4.0
3394,445971,0.6699413757186099,2.0
3394,345199,0.3921022014707633,5.0
3394,377429,0.3081572273112516,8.0
3394,387277,0.37114829245819136,6.0
3394,133093,0.3250170301169396,7.0
3394,418150,0.038383419356459225,10.0
3394,539263,0.05939287289871505,9.0
5505,100387,1.0,1.0
5505,141738,0.41257851325644646,2.0
5505,278824,0.27346367962059936,4.0
5505,70488,0.2920161659893106,3.0
5505,349160,0.16294387842666852,5.0
5505,478457,0.09051121262833256,8.0
5505,200338,0.11228074054145833,6.0
5505,408327,0.01190905815165416,9.0
5505,442142,0.10727035942193235,7.0
5505,593085,0.0,10.0
6792,558617,0.9910331091471447,1.0
6792,400841,0.40565111006435384,3.0
6792,29306,0.31458054255491663,7.0
6792,136825,0.4150005490673389,2.0
6792,259081,0.3293565079002023,5.0
6792,40447,0.1945266101390529,8.0
6792,480515,0.3237842092618697,6.0
6792,156467,0.36990780796573564,4.0
6792,545434,0.06723475298837436,10.0
6792,585447,0.12690080153456298,9.0
6909,452175,0.8796954204378018,1.0
6909,13260,0.5882709592416214,2.0
6909,435963,0.44573034213792806,3.0
6909,375019,0.4111857020070296,4.0
6909,266900,0.2518517752764471,7.0
6909,464502,0.13360322766152538,8.0
6909,214003,0.05269290768473918,10.0
6909,79357,0.3431664359687369,5.0
6909,535697,0.25803356952182016,6.0
6909,330041,0.12948649639840287,9.0
4946,121690,1.0,1.0
4946,156816,0.37699389939516026,2.0
4946,79357,0.28403355173415423,4.0
4946,9938,0.29266822951934823,3.0
4946,350680,0.2495211350882786,5.0
4946,28119,0.1407069672410961,8.0
4946,343489,0.2147296673706963,7.0
4946,100485,0.23271017671703667,6.0
4946,88105,0.08910741527566465,9.0
4946,496935,0.0,10.0
4125,283079,0.8984196667612296,1.0
4125,232199,0.8017255729971228,2.0
4125,363591,0.7115517342949198,3.0
4125,452987,0.4694056049991927,4.0
4125,571362,0.4623882045147508,5.0
4125,292769,0.20855255114860108,9.0
4125,340044,0.3337762845577529,6.0
4125,103593,0.28839541404171504,8.0
4125,276400,0.3022614448201287,7.0
4125,7632,0.038018297202637004,10.0
6009,62151,0.794447002024265,1.0
6009,175831,0.6956931383109475,2.0
6009,303325,0.6376844713968667,4.0
6009,228983,0.6954537920650989,3.0
6009,158717,0.4253583029872231,5.0
6009,472585,0.07980154616699343,8.0
6009,178684,0.0592073012559133,9.0
6009,442048,0.3332279520213267,6.0
6009,125298,0.04913479833571665,10.0
6009,99857,0.10214048018680084,7.0
9598,528034,1.0,1.0
9598,379311,0.5247199124670467,2.0
9598,322826,0.397601527338612,4.0
9598,136270,0.1856731971374843,8.0
9598,574327,0.45098678566453376,3.0
9598,112208,0.2868665193042067,6.0
9598,17923,0.23681014379956766,7.0
9598,172703,0.17773670842944422,9.0
9598,297290,0.34766266263503925,5.0
9598,383978,0.17578106459777793,10.0
10645,22221,1.0,1.0
10645,340131,0.7922327261608434,2.0
10645,441176,0.6686886892575777,3.0
10645,183349,0.4232640170593559,6.0
10645,102684,0.5137413192771403,4.0
10645,248799,0.5018329492374831,5.0
10645,317354,0.3116203593193292,8.0
10645,293679,0.3650086292248149,7.0
10645,415340,0.19418844405198804,9.0
10645,487791,0.0,10.0
7441,125659,0.8778516734832233,1.0
7441,192900,0.8268808788047001,2.0
7441,537418,0.7010100720759705,4.0
7441,231781,0.8143103627828805,3.0
7441,117576,0.5822076502688317,5.0
7441,404339,0.24705474242291514,7.0
7441,329662,0.2546807245708989,6.0
7441,504996,0.10959094619047605,9.0
7441,336018,0.12383182926467609,8.0
7441,180733,0.0,10.0
5080,305901,0.8686368361120974,1.0
5080,553304,0.7773548848518552,3.0
5080,392434,0.7794936021513055,2.0
5080,514512,0.5906046602260246,4.0
5080,67063,0.5814726618281973,5.0
5080,488334,0.4285085166789241,6.0
5080,356928,0.40149577626637367,7.0
5080,271026,0.1283864577058439,10.0
5080,88912,0.13444558159054495,9.0
