query_id,doc_id,score_hybrid,rank
3394,112208,0.7234340453314061,2.0
3394,172703,0.26088949401628614,3.0
3394,87722,0.16716533915874143,6.0
3394,445971,0.9056975359196029,1.0
3394,345199,0.18644574978811806,5.0
3394,377429,0.12686148458437163,8.0
3394,387277,0.20236700915252698,4.0
3394,133093,0.13261955795520047,7.0
3394,418150,0.03266787354921312,10.0
3394,539263,0.05374640554170708,9.0
5505,100387,1.0,1.0
5505,141738,0.19353088740246407,5.0
5505,278824,0.24621814214726698,3.0
5505,70488,0.40041174608433844,2.0
5505,349160,0.06382152007108563,8.0
5505,478457,0.028575522909170557,9.0
5505,200338,0.2008490504510984,4.0
5505,408327,0.19135830934278686,6.0
5505,442142,0.06592689779822573,7.0
5505,593085,0.0,10.0
6792,558617,1.0,1.0
6792,400841,0.5735926367076242,5.0
6792,29306,0.6088580120536683,2.0
6792,136825,0.5810439870444659,3.0
6792,259081,0.5214135778454337,7.0
6792,40447,0.29346228148837616,8.0
6792,480515,0.5646262217699182,6.0
6792,156467,0.5752676001111386,4.0
6792,545434,0.01920992942524982,10.0
6792,585447,0.24926826722919496,9.0
6909,452175,0.5004032351342955,4.0
6909,13260,0.4602461808465619,6.0
6909,435963,0.6069827331173518,3.0
6909,375019,0.7244588113795191,2.0
6909,266900,0.44034208478298115,7.0
6909,464502,0.0826400134704737,9.0
6909,214003,0.01505511648135405,10.0
6909,79357,0.8123332674196392,1.0
6909,535697,0.5001722533884404,5.0
6909,330041,0.37767875360961745,8.0
4946,121690,1.0,1.0
4946,156816,0.6338268989442262,3.0
4946,79357,0.5123895723226548,4.0
4946,9938,0.46423701937745027,5.0
4946,350680,0.28011940584232575,7.0
4946,28119,0.23910929802008937,8.0
4946,343489,0.38332363790255625,6.0
4946,100485,0.6530457117774424,2.0
4946,88105,0.006538242293452157,10.0
4946,496935,0.08512359575292551,9.0
4125,283079,0.2733778314195935,5.0
4125,232199,0.3536199600718641,4.0
4125,363591,0.5146461687893382,3.0
4125,452987,0.2638571142118589,6.0
4125,571362,0.8784000399778656,1.0
4125,292769,0.2622870204896405,7.0
4125,340044,0.6538079496811409,2.0
4125,103593,0.008376678597270452,10.0
4125,276400,0.22461599600165907,8.0
4125,7632,0.19143416161220897,9.0
