query_id,doc_id,score,rank,is_relevant
3394,112208,17.278622963248097,1,0
3394,87722,15.722562387976634,2,0
3394,133093,14.735664597799403,3,0
3394,345199,14.651971668101679,4,0
3394,377429,14.249096920840424,5,0
3394,445971,13.409651705998995,6,1
3394,528034,11.917293200785412,7,0
3394,467575,11.407576599826857,8,0
3394,387277,11.174237982520054,9,0
3394,297290,11.165479332276124,10,0
5505,100387,26.40522544413385,1,1
5505,141738,19.799172557467763,2,0
5505,278824,17.342218242172304,3,0
5505,70488,16.366986913205736,4,0
5505,200338,14.36139866915081,5,0
5505,349160,14.227616405135509,6,0
5505,478457,14.109475987422677,7,0
5505,593085,12.467655615963924,8,0
5505,362919,12.315072310932692,9,0
5505,408327,12.100107943408588,10,0
6792,558617,13.726519662157106,1,0
6792,136825,9.534384802170475,2,0
6792,400841,8.916068510563424,3,0
6792,29306,8.882158468860847,4,0
6792,40447,8.519073728433632,5,0
6792,480515,7.917995374895977,6,0
6792,545434,7.8883646532179394,7,0
6792,156467,7.87942300830149,8,0
6792,421371,7.693637227028011,9,0
6792,585447,7.28627819556982,10,0
6909,452175,13.808260083682807,1,0
6909,13260,9.90521640008837,2,0
6909,375019,9.775522711983367,3,0
6909,266900,9.402257136981543,4,0
6909,507341,8.08210062203014,5,0
6909,79357,8.037198091523353,6,0
6909,462265,8.019850798632401,7,0
6909,588607,7.876984345486365,8,0
6909,461215,7.775807169071969,9,0
6909,249279,7.322986019252114,10,0
4946,121690,17.464176712172957,1,1
4946,156816,10.445137413366687,2,0
4946,100485,10.106060425119889,3,0
4946,9938,9.537181535243032,4,0
4946,350680,9.243464865020343,5,0
4946,162456,9.082343934014476,6,0
4946,482517,9.071531319760538,7,0
4946,496935,8.306783499040115,8,0
4946,28119,7.691947466327712,9,0
4946,79357,7.480670465946025,10,0
4125,452987,10.154636112933783,1,0
4125,571362,9.27108523897476,2,0
4125,232199,8.175596346991936,3,0
4125,182168,7.669070403616113,4,0
4125,597880,7.359794137989318,5,0
4125,253921,7.1882197340631375,6,0
4125,428082,7.176521903853129,7,0
4125,7632,7.139287457900876,8,0
4125,193296,7.03197345387773,9,0
4125,263481,6.976098518948655,10,0
6009,175831,16.9641776246057,1,0
6009,62151,15.690982721043918,2,0
6009,228983,15.65935985683748,3,1
6009,303325,15.581551343252498,4,0
6009,158717,13.621542190577367,5,0
6009,472585,12.169173033456486,6,0
6009,125298,12.15846297105853,7,0
6009,442048,11.28681365751742,8,0
6009,231781,11.051180190066137,9,0
6009,571306,10.713453990527057,10,0
9598,528034,12.128265976009335,1,0
9598,297290,11.165479332276124,2,0
9598,112208,11.161068612987957,3,0
9598,172703,11.09998790806349,4,0
9598,136270,10.737952977922,5,0
9598,301580,10.116632067052631,6,0
9598,574327,9.55919981086644,7,0
9598,379311,9.408839260837329,8,1
9598,423658,9.275457170688423,9,0
9598,17923,9.21199568644621,10,0
10645,22221,16.219236760579747,1,1
10645,340131,15.160679329236535,2,0
10645,183349,13.814066937019748,3,0
10645,441176,13.790096742875111,4,0
10645,248799,11.989946642344133,5,0
10645,317354,11.313441910738831,6,0
10645,487791,10.757815551564876,7,0
10645,102684,10.67179360342638,8,0
10645,415340,10.64573723144374,9,0
10645,105872,9.909830856984748,10,0
7441,404339,20.853266980180702,1,0
7441,125659,20.777032790631903,2,0
7441,537418,19.65213105384486,3,1
7441,329662,16.631206324726623,4,0
7441,257656,16.38056756366151,5,0
7441,231781,16.169587104968386,6,0
7441,75764,16.036229392289993,7,0
7441,440805,15.880488951234524,8,0
7441,117576,14.471076558590518,9,1
7441,100485,13.339539958016225,10,0
5080,553304,13.02635132579613,1,0
5080,392434,11.7298245342247,2,0
5080,514512,11.501275271072384,3,0
5080,271026,10.16749926312954,4,0
5080,356928,9.760703109583666,5,0
5080,450808,9.57806842385035,6,0
5080,344065,9.063112502095809,7,0
5080,522089,8.970241051414757,8,0
5080,208219,8.890915077263273,9,0
5080,323363,8.77531217956816,10,0
9329,326991,33.77582471696119,1,1
9329,340210,15.002310418730687,2,0
9329,394924,14.158572614197949,3,0
9329,385574,13.671078767926545,4,0
9329,265098,11.901219011145162,5,0
9329,586018,11.128945666543556,6,0
9329,179103,10.570000201466273,7,0
9329,257656,7.855973925849691,8,0
9329,413041,7.491247685162332,9,0
9329,289813,7.368279358140193,10,0
6479,404339,26.772724219813007,1,1
6479,272008,14.557514472962716,2,1
6479,536120,13.428229058312997,3,0
6479,209493,12.214462190441456,4,0
6479,257656,11.114066951361785,5,0
6479,453839,10.804109235427482,6,0
6479,491969,10.151921170003707,7,0
6479,69197,9.504252541239962,8,0
6479,114439,9.364587064492367,9,0
6479,104793,8.784444445332007,10,0
8513,175821,12.759947176075674,1,0
8513,69790,11.842963081192044,2,0
8513,167950,8.718756367377027,3,0
8513,167896,8.269275448232294,4,0
8513,449039,8.094141105520373,5,0
8513,267113,7.888989970568749,6,0
8513,183612,7.73102311357321,7,0
8513,417840,7.646294869499661,8,0
8513,232712,7.423611100235217,9,0
8513,87667,7.2614321108871485,10,0
10109,28314,21.207861471115216,1,1
10109,93231,20.497097022836215,2,1
10109,535317,15.964556721753043,3,0
10109,395357,13.517551021580905,4,0
10109,244749,12.30417940712773,5,0
10109,116420,11.397863675323446,6,0
10109,124630,11.178996378132346,7,0
10109,305467,10.841601497596104,8,0
10109,209493,8.938512383824666,9,0
10109,552604,8.747491760539715,10,0
4844,275257,38.241149641339916,1,1
4844,367137,35.93006812552011,2,0
4844,192193,33.00033308364201,3,1
4844,111033,26.026648919806906,4,0
4844,549741,19.377695751695185,5,0
4844,267113,14.758660410860701,6,0
4844,243499,13.998418816217265,7,0
4844,96467,13.8318884373819,8,0
4844,138428,13.802979096713631,9,0
4844,95278,13.608637526981196,10,0
8544,37517,20.65921025692522,1,0
8544,214003,18.389358085745076,2,1
8544,13260,15.296978890913561,3,0
8544,416307,14.096655872268359,4,0
8544,6574,13.188099153060989,5,0
8544,108,12.627950318489075,6,0
8544,159703,12.215051873306113,7,0
8544,326991,11.622225592643838,8,0
8544,121690,11.341843981267115,9,0
8544,336541,11.16277469671374,10,0
4823,561929,24.994343500711942,1,1
4823,362919,19.18049814937433,2,1
4823,340131,15.952868192741992,3,0
4823,104726,15.864641402183143,4,1
4823,11572,15.66974373714281,5,0
4823,7094,13.975821862580558,6,0
4823,2860,13.065965809423354,7,0
4823,252716,12.012261868209116,8,0
4823,377223,11.803688889965313,9,0
4823,271118,11.517750467335294,10,0
1085,184175,10.615423934945486,1,0
1085,306589,10.580464635894943,2,0
1085,367641,9.70301440887608,3,0
1085,485195,9.61240764408841,4,0
1085,315275,9.242950579340924,5,0
1085,322900,8.529082006311711,6,0
1085,366597,8.30415920441394,7,0
1085,213370,7.78390375979029,8,0
1085,437538,7.6386926585027135,9,0
1085,490294,7.5703653562673034,10,0
2388,300287,13.837611090065607,1,0
2388,104988,13.503809388987088,2,1
2388,13657,10.809350770503116,3,0
2388,565698,10.40931248576812,4,0
2388,219504,10.124795963602503,5,0
2388,374334,9.95463173403132,6,0
2388,583651,9.740285092572057,7,0
2388,459423,9.584938874950822,8,0
2388,424720,9.008000407121475,9,0
2388,275410,8.27326734119612,10,0
6891,474351,27.637974857850804,1,1
6891,492506,11.52014611126003,2,0
6891,504497,9.819074213480054,3,0
6891,558924,9.694788528308253,4,0
6891,381757,9.43554166612449,5,0
6891,323363,9.19370162054849,6,0
6891,73434,9.039344641191333,7,0
6891,133093,8.592418884674622,8,0
6891,199181,8.544916903009998,9,0
6891,143425,8.529552080105152,10,0
2568,346042,12.500200271104209,1,1
2568,164702,11.538657264079747,2,0
2568,13975,10.478103568566846,3,0
2568,130209,10.025730014842608,4,0
2568,428150,9.723008521290414,5,0
2568,368802,9.239592374151155,6,0
2568,170141,9.23611597077944,7,0
2568,213370,8.765635080910975,8,0
2568,371720,8.339811231983674,9,0
2568,269898,8.196287210189887,10,0
7702,133093,19.895486407589587,1,0
7702,387277,16.65060944200469,2,1
7702,558924,13.753845505512185,3,1
7702,140088,12.974996342515983,4,0
7702,34925,12.337959487845154,5,0
7702,214542,12.31425542759664,6,0
7702,367137,12.082112261771954,7,0
7702,577578,12.005675646818645,8,0
7702,108721,11.709849974828785,9,0
7702,307380,11.544143129224992,10,0
2376,91545,23.64652865046484,1,1
2376,244961,21.895453616204644,2,1
2376,402249,21.60538688217231,3,1
2376,114417,19.18777074193016,4,1
2376,407455,17.30265743659863,5,1
2376,324411,15.576810564768522,6,1
2376,64263,14.756591484968466,7,1
2376,549833,12.941662482936099,8,1
2376,128471,10.521821814037864,9,0
2376,348353,10.41245920515118,10,0
4339,386531,41.14912070576509,1,1
4339,488615,21.097263657856466,2,1
4339,455398,12.933903363150389,3,0
4339,16392,12.212804800128,4,0
4339,260328,9.924149920184465,5,0
4339,242076,9.584946991865753,6,0
4339,147765,9.04721019988312,7,0
4339,366761,8.740769589071103,8,0
4339,240645,8.39221989283986,9,0
4339,288323,8.35186621236661,10,0
5427,387854,16.36188708696547,1,0
5427,200338,10.864623694273426,2,0
5427,536849,9.482102426156109,3,0
5427,357013,9.210760915864174,4,0
5427,479939,8.961024551347705,5,0
5427,87667,8.820222112030613,6,0
5427,246345,8.72568127021789,7,0
5427,242076,8.568376797142653,8,0
5427,522358,8.517335809346704,9,0
5427,139047,8.504459797381658,10,0
7734,226070,25.676705850658358,1,1
7734,87667,16.43712494517034,2,0
7734,96013,15.19573937375154,3,0
7734,10703,13.897565600681297,4,0
7734,433905,13.229249397020734,5,1
7734,90294,11.792232095603868,6,0
7734,94591,11.77564436385884,7,0
7734,421371,10.897323829454361,8,0
7734,178684,10.45982003315876,9,0
7734,150544,10.227773964763706,10,0
2486,487791,18.37711980022675,1,1
2486,58937,12.011522130726473,2,0
2486,101604,10.822185640045026,3,0
