query_id,doc_id,score,rank,is_relevant
3394,112208,28.649191546247703,1,0
3394,528034,25.60336796061707,2,0
3394,297290,24.423462927449357,3,0
3394,87722,24.405441096668135,4,0
3394,377429,24.201217187818962,5,0
3394,480315,24.08746350283714,6,0
3394,275925,23.89998178807219,7,0
3394,345199,23.884363546594383,8,0
3394,445971,23.763582993971163,9,1
3394,379311,23.321249252266405,10,0
5505,100387,36.202849543294384,1,1
5505,141738,31.809564052366788,2,0
5505,70488,24.109308018496964,3,0
5505,593085,23.949938569851604,4,0
5505,349160,23.931074738728704,5,0
5505,278824,23.68112721172038,6,0
5505,171339,23.382193877092078,7,0
5505,200338,23.22300406695193,8,0
5505,478457,23.221489287058265,9,0
5505,264554,22.174606748728387,10,0
6792,558617,28.909631843116728,1,0
6792,29306,25.31405626330537,2,0
6792,136825,24.470395916372933,3,0
6792,400841,24.16614009254097,4,0
6792,40447,23.998089126950532,5,0
6792,421371,23.842710159227323,6,0
6792,525231,23.459263676606458,7,0
6792,271766,23.251540115732674,8,0
6792,457294,22.579842698634963,9,0
6792,480515,22.558655524097066,10,0
6909,452175,21.872686333830288,1,0
6909,266900,18.511635096926916,2,0
6909,522713,18.114390786257573,3,0
6909,324779,18.11250310417519,4,0
6909,13260,17.402790351007194,5,0
6909,59714,17.223163170149963,6,0
6909,86408,16.803625249133272,7,0
6909,79357,16.74605962201141,8,0
6909,462265,16.743801077664948,9,0
6909,12432,16.73603944567388,10,0
4946,121690,17.223672329081744,1,1
4946,156816,11.79454833118336,2,0
4946,100485,10.426056186739764,3,0
4946,459423,9.717505062970076,4,0
4946,350680,9.573238046049642,5,0
4946,9938,9.556413688141111,6,0
4946,482517,9.444190850897312,7,0
4946,162456,9.109925992821223,8,0
4946,582134,8.8309743708265,9,0
4946,496935,8.301759770829996,10,0
4125,452987,14.913566680009659,1,0
4125,276400,13.990363208713063,2,0
4125,7632,13.625922042735734,3,0
4125,579473,13.578649300532108,4,0
4125,182168,13.232565298651835,5,0
4125,101604,13.07266032650365,6,0
4125,338175,12.98947534323472,7,0
4125,180571,12.904703737173564,8,0
4125,571362,12.595569164902951,9,0
4125,332373,12.396382587702767,10,0
6009,228983,19.26104497751371,1,1
6009,303325,19.16454918426632,2,0
6009,175831,18.3595664144512,3,0
6009,158717,16.685756991062696,4,0
6009,62151,16.54507612325393,5,0
6009,231781,16.097883653411937,6,0
6009,472585,16.097221064937152,7,0
6009,125298,14.811750313857592,8,0
6009,442048,14.612913079530568,9,0
6009,571306,13.814771576786983,10,0
9598,528034,14.142916437903851,1,0
9598,489352,12.283216038451446,2,0
9598,297290,11.78214172400666,3,0
9598,172703,11.388010216265148,4,0
9598,451855,11.307380396719246,5,0
9598,112208,11.222816454490255,6,0
9598,136270,11.195159276813763,7,0
9598,574327,10.928665987626987,8,0
9598,301580,10.609903661564726,9,0
9598,423658,10.51896137511314,10,0
10645,22221,29.17740155603984,1,1
10645,441176,25.39756510420728,2,0
10645,248799,24.486582315209898,3,0
10645,340131,23.56842266111925,4,0
10645,317354,23.146795889178517,5,0
10645,487791,22.502710531719895,6,0
10645,102684,22.49260271204647,7,0
10645,415340,22.46294210023492,8,0
10645,198764,22.010212764024203,9,0
10645,101604,21.681414725291187,10,0
7441,404339,27.084784231687173,1,0
7441,537418,27.078039886618196,2,1
7441,231781,25.756059282996347,3,0
7441,125659,25.590415813559254,4,0
7441,75764,24.759294931297106,5,0
7441,440805,23.162915314313693,6,0
7441,257656,23.076691649319013,7,0
7441,329662,22.919730709213,8,0
7441,247895,21.02134016518138,9,0
7441,100485,19.801546403083485,10,0
5080,553304,22.245399805166397,1,0
5080,356928,20.00103352703586,2,0
5080,450808,19.931804560148368,3,0
5080,392434,19.597652901925883,4,0
5080,158732,19.424078770758808,5,0
5080,514512,19.218500696206544,6,0
5080,344065,18.67262752994363,7,0
5080,99757,18.652884166185522,8,0
5080,167950,18.625820252329014,9,0
5080,472051,18.55129788175913,10,0
9329,326991,40.652768102394525,1,1
9329,394924,18.19175696968093,2,0
9329,586018,18.159198547816942,3,0
9329,340210,15.006082129514564,4,0
9329,265098,14.292191747751847,5,0
9329,179103,14.172591277089264,6,0
9329,413041,14.054676326427598,7,0
9329,385574,13.846213429340846,8,0
9329,233732,13.562951750892566,9,0
9329,257656,13.090950779248177,10,0
6479,404339,29.66804384446596,1,1
6479,272008,17.622082798887487,2,1
6479,209493,15.648015468648198,3,0
6479,536120,15.266816039161561,4,0
6479,257656,13.379592232099302,5,0
6479,491969,13.338050892682876,6,0
6479,69197,11.852768991748171,7,0
6479,201561,11.196573235719988,8,0
6479,453839,10.933856264036972,9,0
6479,435963,10.68392020028973,10,0
8513,175821,14.009462866420195,1,0
8513,69790,13.703917896846086,2,0
8513,167950,11.731626311534782,3,0
8513,417840,10.550337800823373,4,0
8513,267113,10.42791293531208,5,0
8513,87667,9.919309296079746,6,0
8513,183612,9.857602481238093,7,0
8513,295199,9.730038995126508,8,0
8513,41912,9.22632105527606,9,0
8513,167896,9.069837559960588,10,0
10109,28314,27.715199779612824,1,1
10109,93231,24.609116604298066,2,1
10109,535317,18.370982276877477,3,0
10109,196427,17.264010193636224,4,0
10109,395357,16.96807366325883,5,0
10109,244749,16.912041581510422,6,0
10109,403755,15.204940368874095,7,0
10109,22221,15.144178819386122,8,0
10109,124630,15.105461959777926,9,0
10109,552604,14.460820689779295,10,0
4844,275257,43.84640824723287,1,1
4844,367137,42.99630692428788,2,0
4844,192193,42.22076681423145,3,1
4844,111033,38.06187702573691,4,0
4844,549741,30.332544069566108,5,0
4844,235522,25.538860544698338,6,0
4844,138428,23.79183133506482,7,0
4844,267113,23.046625423862366,8,0
4844,190169,22.941163119960677,9,0
4844,243499,22.495223467538896,10,0
8544,37517,30.27704509497395,1,0
8544,214003,29.38325307209501,2,1
8544,416307,24.96383065289078,3,0
8544,6574,24.909714542924107,4,0
8544,13260,24.401204298440017,5,0
8544,326991,23.694200040283583,6,0
8544,108,23.387884051012236,7,0
8544,344372,22.5770755001367,8,0
8544,138703,22.44671896378949,9,0
8544,12432,22.359464066870743,10,0
4823,561929,31.474298546431896,1,1
4823,362919,22.31121123195838,2,1
4823,202990,22.146452288767005,3,0
4823,252716,21.66479139664449,4,0
4823,119213,21.005289946332653,5,0
4823,435320,20.064863233168175,6,0
4823,104726,19.995547115978898,7,1
4823,377223,19.686923380196593,8,0
4823,340131,19.617516371960463,9,0
4823,11572,18.713532285698896,10,0
1085,184175,13.905217153502514,1,0
1085,306589,13.233821128486804,2,0
1085,322900,12.851969594287183,3,0
1085,367641,12.246935037173913,4,0
1085,454629,12.066822775320444,5,0
1085,315275,11.25691201480999,6,0
1085,213370,11.24071236483416,7,0
1085,366597,11.016255364651679,8,0
1085,499978,10.425383092327909,9,0
1085,490294,10.417556878625065,10,0
2388,300287,17.1572702418402,1,0
2388,104988,15.905914844982366,2,1
2388,13657,12.53064939492333,3,0
2388,219504,12.311252043699426,4,0
2388,565698,11.959258630504102,5,0
2388,459423,11.9109588677826,6,0
2388,377589,11.767691667247874,7,0
2388,583651,11.358209701757064,8,0
2388,510373,10.392756276060904,9,0
2388,141320,10.369047021922544,10,0
6891,474351,41.692416803999976,1,1
6891,381757,23.245713067565877,2,0
6891,492506,22.91702249550997,3,0
6891,78675,22.256669933795415,4,0
6891,323363,22.05043565109044,5,0
6891,277217,22.02099366182388,6,1
6891,306815,21.67130139283026,7,0
6891,543515,21.35818015134235,8,0
6891,31377,21.033778477169893,9,0
6891,218710,20.958382834680258,10,0
2568,346042,16.9142066429732,1,1
2568,164702,15.15978104424089,2,0
2568,13975,14.71168572834347,3,0
2568,428150,14.410631556081942,4,0
2568,130209,14.025951452824227,5,0
2568,580709,13.904280935798164,6,0
2568,371720,13.036573495982338,7,0
2568,170141,13.01541460811034,8,0
2568,269898,12.691031350285067,9,0
2568,368802,12.629369101125032,10,0
7702,133093,19.87744778790727,1,0
7702,387277,16.110587408000494,2,1
7702,558924,14.277186205490096,3,1
7702,140088,12.739932166809556,4,0
7702,214542,12.690898908212883,5,0
7702,34925,12.484206247332924,6,0
7702,367137,12.273903851077312,7,0
7702,577578,12.069562916650451,8,0
7702,307380,12.06393078464115,9,0
7702,108721,12.032285626394769,10,0
2376,244961,30.628491551427448,1,1
2376,91545,30.587098121505832,2,1
2376,402249,28.46847730447824,3,1
2376,114417,26.695451115452123,4,1
2376,407455,24.37627032540862,5,1
2376,64263,23.384405739845246,6,1
2376,324411,21.38081422377038,7,1
2376,240645,17.571358983701977,8,0
2376,549833,16.77819936373043,9,1
2376,137459,16.362252815903233,10,0
4339,386531,50.79299810453135,1,1
4339,488615,31.00811821996195,2,1
4339,455398,21.409718435907045,3,0
4339,16392,20.11250657531103,4,0
4339,240645,18.0888334877475,5,0
4339,260328,17.505144717224145,6,0
4339,147765,17.39121554413623,7,0
4339,142631,17.291122448344233,8,0
4339,108721,16.915300568155907,9,0
4339,111033,16.903091521021054,10,0
5427,387854,24.146687888983042,1,0
5427,200338,19.746213071049763,2,0
5427,387261,18.601568467156586,3,0
5427,160468,18.509976640297367,4,0
5427,303929,18.249930424312694,5,0
5427,536849,18.200871192456745,6,0
5427,372921,17.42104666714407,7,0
5427,136804,17.367325395358662,8,0
5427,357013,17.08125704835627,9,0
5427,522358,16.92201475233174,10,0
7734,226070,35.61247183483587,1,1
7734,87667,25.509951892924423,2,0
7734,96013,23.84177902659967,3,0
7734,421371,20.454499893782973,4,0
7734,433905,19.97677033950238,5,1
7734,272784,19.535718665156736,6,0
7734,558617,19.013475264445457,7,0
7734,427726,18.983458986121036,8,0
7734,22221,18.802859951237554,9,0
7734,247486,18.407999395982657,10,0
2486,487791,27.62278483799048,1,1
2486,597333,25.673673215514764,2,0
2486,58937,25.213945460436634,3,0
2486,101604,24.63117183000133,4,0
2486,216327,24.421868163035814,5,0
2486,447931,24.418728503665193,6,0
2486,531841,23.96182668754554,7,0
2486,512803,23.636721448367567,8,0
2486,445052,23.469050748835933,9,0
2486,13975,23.32624346267686,10,0
7071,238629,14.727674893290263,1,1
7071,99857,12.907954670973115,2,0
7071,178684,11.969417068635831,3,0
7071,14543,11.113417699745229,4,0
7071,588384,10.859184579941303,5,0
7071,246221,9.890804189340017,6,0
7071,403899,9.88381526536672,7,0
7071,319793,9.672387226819191,8,0
7071,434812,9.509610105849918,9,0
7071,306460,9.406353008996126,10,0
8537,240562,10.975208172149147,1,0
8537,42438,10.48377013631903,2,0
8537,326991,10.425108069961512,3,0
8537,416307,10.271578373548028,4,0
8537,6574,10.126614078555946,5,1
8537,374020,9.887631370943843,6,0
8537,518379,9.856093099841964,7,0
8537,231227,9.826232911614369,8,0
8537,557356,9.774318879747721,9,0
8537,94262,9.697547490586508,10,0
7178,70096,21.876393583686372,1,0
7178,420851,19.708559200171127,2,0
7178,437538,17.64987331132241,3,0
7178,552821,15.826822917911471,4,0
