query_id,doc_id,score_hybrid,rank
3394,112208,0.6765471299086463,2.0
3394,172703,0.22283063832006178,6.0
3394,87722,0.2896870993753307,5.0
3394,445971,0.9056975359196029,1.0
3394,345199,0.21751789872105823,7.0
3394,377429,0.18390646372688363,8.0
3394,387277,0.39159948356593394,3.0
3394,133093,0.3255875186049015,4.0
3394,418150,0.010966691244702634,10.0
3394,539263,0.15838099439657352,9.0
5505,100387,1.0,1.0
5505,141738,0.2642298756790108,4.0
5505,278824,0.20486772740577547,6.0
5505,70488,0.3641444937484313,2.0
5505,349160,0.25824605175990917,5.0
5505,478457,0.09207097486002132,8.0
5505,200338,0.15242798092828308,7.0
5505,408327,0.0178584950933239,9.0
5505,442142,0.2843362191858694,3.0
5505,593085,0.0,10.0
6792,558617,0.9760882910590527,1.0
6792,400841,0.6964658356335836,4.0
6792,29306,0.4921980303781198,7.0
6792,136825,0.7696554587443143,3.0
6792,259081,0.5857875418176772,6.0
6792,40447,0.26410131749188326,9.0
6792,480515,0.6857918691814542,5.0
6792,156467,0.8199736594187816,2.0
6792,545434,0.01920992942524982,10.0
6792,585447,0.3384021374255014,8.0
6909,452175,0.6791877878341382,2.0
6909,13260,0.40024234696700733,6.0
6909,435963,0.6584706714681233,3.0
6909,375019,0.6414765765238495,4.0
6909,266900,0.3606435650319401,7.0
6909,464502,0.15919481416522546,9.0
6909,214003,0.01505511648135405,10.0
6909,79357,0.8123332674196392,1.0
6909,535697,0.6377140916012118,5.0
6909,330041,0.3452973237290744,8.0
4946,121690,1.0,1.0
4946,156816,0.5918578170601773,2.0
4946,79357,0.43279768770230065,7.0
4946,9938,0.5565133341899196,3.0
4946,350680,0.4949115265148061,5.0
4946,28119,0.2160775180407964,8.0
4946,343489,0.463412758526046,6.0
4946,100485,0.5455082668390064,4.0
4946,88105,0.18313442162300447,9.0
4946,496935,0.0,10.0
4125,283079,0.7291191113632789,3.0
4125,232199,0.7328574174871947,2.0
4125,363591,0.6477409044260135,6.0
4125,452987,0.16327841558312908,8.0
4125,571362,0.5797015455571219,7.0
4125,292769,0.059586443185314586,10.0
